21.5417129131,109.1844354521,21.539208197,109.1886572491,21.545513,109.195085,广西壮族自治区北海市海城区,-,中国电子北海产业园发展有限公司
21.5407762167,109.1921858975,21.5382763179,109.1964076945,21.544581,109.202845,广西壮族自治区北海市海城区台湾路,-,广西惠科科技有限公司
21.5402420155,109.194358008,21.5377221573,109.1985637117,21.544037,109.205003,广西壮族自治区北海市海城区台湾路,-,北海市京凯达智能产业园发展有限公司
21.539760611,109.1787369507,21.5372756818,109.1829694765,21.543493,109.189428,广西壮族自治区北海市海城区台湾路,-,北海市硕华科技有限公司
21.5498670355,109.1796007675,21.5473822775,109.1838386577,21.553595,109.190282,广西壮族自治区北海市海城区,-,北海星沅电子科技有限公司
21.5512270355,109.1798317675,21.5487422775,109.1840696577,21.554955,109.190513,广西壮族自治区北海市海城区,-,北海市龙浩光电科技有限公司
21.5430959131,109.1860234521,21.540591197,109.1902452491,21.546896,109.196673,广西壮族自治区北海市海城区,-,北海市景光电子有限公司
21.5419650355,109.1817527675,21.5394802775,109.1859906577,21.545693,109.192434,广西壮族自治区北海市海城区,-,北海六禾电子有限公司
21.5358172167,109.1868878975,21.5333173179,109.1911096945,21.539622,109.197547,广西壮族自治区北海市海城区北海大道,-,冠德科技（北海）有限公司
21.5234980552,109.1784870877,21.521017945,109.1827196135,21.527235,109.189187,广西壮族自治区北海市海城区香港路33号,-,广西新未来信息产业股份有限公司
21.5408652167,109.1916298975,21.5383653179,109.1958516945,21.54467,109.202289,广西壮族自治区北海市海城区台湾路,-,北海世纪联合创新科技有限公司
21.6622778594,109.1882035252,21.6597353374,109.1924306866,21.66604,109.198859,广西壮族自治区北海市合浦县新阳街2号,-,北海迪威电气设备有限公司
21.5436140355,109.1842687675,21.5411292775,109.1885066577,21.547342,109.19495,广西壮族自治区北海市海城区,-,北海嘉信高科技有限公司
21.5277350552,109.1821550877,21.525254945,109.1863876135,21.531472,109.192855,广西壮族自治区北海市海城区经五路19号,-,北海金海电气设备有限公司
21.5520173322,109.1802433002,21.5495277563,109.1844811905,21.555741,109.190917,广西壮族自治区北海市海城区,-,北海国腾智达电子有限公司
21.6622778594,109.1882035252,21.6597353374,109.1924306866,21.66604,109.198859,广西壮族自治区北海市合浦县新阳街2号,-,北海迪威电气设备有限公司
21.4721394395,109.1629903346,21.4697083956,109.1672496825,21.475603,109.173765,广西壮族自治区北海市海城区西南大道辅路,-,北海市新北鑫电子科技有限公司
21.5300527238,109.1999751447,21.5275376822,109.2041808484,21.533852,109.210629,广西壮族自治区北海市海城区科龙路,-,北海蓝宏电器有限公司
21.5443339131,109.1858924522,21.541829197,109.1901142491,21.548134,109.196542,广西壮族自治区北海市海城区,-,北海长城能源科技股份有限公司
21.448776416,109.0974661615,21.4464097799,109.1017576959,21.452504,109.108223,广西壮族自治区北海市海城区西藏路,-,北海市百创科技有限公司
21.540576611,109.1819159507,21.5380916818,109.1861484765,21.544309,109.192607,广西壮族自治区北海市海城区台湾路,-,北海市恒忠模具有限公司
21.4745161406,109.1090224616,21.4721449998,109.1133193604,21.478069,109.119834,广西壮族自治区北海市海城区,-,北海北部湾联讯电子商务有限公司
